I was always amazed about how much I could finally squeeze into a thirty second commercial.;Ridley Scott
I've had to calm down, I have a kid! It is amazing. It's the best thing ever. Nothing better than it.;Kevin Pietersen
Amazingly when you add life and consciousness to the equation you can actually explain some of the biggest puzzles of science.;Robert Lanza
Amazement awaits us at every corner.;James Broughton
There are a lot of people with a lot of money, and I'm amazed they don't understand what a great pleasure it can be to give.;Robert Mondavi
The body can do amazing things in a situation when it is really called for.;Suzanne Farrell
I have a ridiculous fear of sharks but I'd jump in the water in a second for an amazing role.;Kate Mara
You would be amazed what the ordinary guy knows.;Matt Drudge
More and more couples are having this negotiation or discussion, but I'm still amazed at the number who aren't and where the cultural norm sort of kicks in and they just assume that mom's got to be the one who stays home, not dad.;James Levine
In 29 years, I had recorded over 2,200 songs. I was amazed.;Kate Smith
It's amazing to me that young people will still pick up a cigarette.;Loni Anderson
The truth sets you free. It's a very liberating thing, when you say this is who I am warts and all and then you can just get on with life. It's amazing.;Geri Halliwell
But I am not going to live for ever. And the more I know it, the more amazed I am by being here at all.;William Hurt
It's the most amazing feeling to hold your child in your arms.;Chris O'Donnell
To me, when a great band is playing together, it's amazing for me.;John Oates
I had a friend whose family had dinner together. The mother would tuck you in at night and make breakfast in the morning. They even had a spare bike for a friend. It just seemed so amazing to me.;Moon Unit Zappa
It's amazing how a competitive nature can turn a negative into something positive.;Barry Mann
To feel the presence of the Lord is an amazing thing.;Lisa Leslie
It's amazing how, age after age, in country after country, and in all languages, Shakespeare emerges as incomparable.;M. H. Abrams
It's been amazing, the number of commercials that I've done, starting back in 1968. It must be 8,000.;Casey Kasum
I thank you God for this most amazing day, for the leaping greenly spirits of trees, and for the blue dream of sky and for everything which is natural, which is infinite, which is yes.;e. e. cummings
It is amazing that people who think we cannot afford to pay for doctors, hospitals, and medication somehow think that we can afford to pay for doctors, hospitals, medication and a government bureaucracy to administer it.;Thomas Sowell
France, and the whole of Europe have a great culture and an amazing history. Most important thing though is that people there know how to live! In America they've forgotten all about it. I'm afraid that the American culture is a disaster.;Johnny Depp
It's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper.;Jerry Seinfeld
We want to reinvent the phone. What's the killer app? The killer app is making calls! It's amazing how hard it is to make calls on most phones. We want to let you use contacts like never before - sync your iPhone with your PC or mac.;Steve Jobs
Tell me, why is the media here so negative? Why are we in India so embarrassed to recognise our own strengths, our achievements? We are such a great nation. We have so many amazing success stories but we refuse to acknowledge them. Why?;Abdul Kalam
May your trails be crooked, winding, lonesome, dangerous, leading to the most amazing view. May your mountains rise into and above the clouds.;Edward Abbey
Why is Cloud 9 so amazing? What is wrong with Cloud 8? That joke came off the top of my head, and the top of my head ain't funny!;Mitch Hedberg
It is amazing how complete is the delusion that beauty is goodness.;Leo Tolstoy
It's amazing how people will give when you don't ask. Many of them send money because they believe in the message.;Joel Osteen
Outstanding leaders go out of their way to boost the cls-esteem of their personnel. If people believe in themselves, it's amazing what they can accomplish.;Sam Walton
Here is the amazing thing about Easter the Resurrection Sunday for Christians is this, that Christ in the dying moments on the cross gives us the greatest illustration of forgiveness possible.;T. D. Jakes
Being a teenager is an amazing time and a hard time. It's when you make your best friends - I have girls who will never leave my heart and I still talk to. You get the best and the worst as a teen. You have the best friendships and the worst heartbreaks.;Sophia Bush
What I've enjoyed most, though, is meeting people who have a real interest in food and sharing ideas with them. Good food is a global thing and I find that there is always something new and amazing to learn - I love it!;Jamie Oliver
I mean, we've built a lot of products that we think are good, and will help people share photos and share videos and write messages to each other. But it's really all about how people are spreading Facebook around the world in all these different countries. And that's what's so amazing about the scale that it's at today.;Mark Zuckerberg
Half a century ago, the amazing courage of Rosa Parks, the visionary leadership of Martin Luther King, and the inspirational actions of the civil rights movement led politicians to write equality into the law and make real the promise of America for all her citizens.;David Cameron
Childbirth is more admirable than conquest, more amazing than cls-defense, and as courageous as either one.;Gloria Steinem
I am fully committed to Hannah Montana. It's what gave me this amazing opportunity to reach out to so many people. I'm really excited about our new season. We are making great new episodes that I can't wait for our fans to see and I'm looking forward to the 'Hannah Montana' movie that will be out in the spring.;Miley Cyrus
Music is amazing. There's some metaphysical comfort where it allows you to be isolated and alone while telling you that you are not alone... truly, the only cure for sadness is to share it with someone else.;Wayne Coyne
When I was trying to impress Kate I was trying to cook these amazing fancy dinners and what would happen was I would burn something, something would overspill, something would catch on fire and she would be sitting in the background trying to help, and basically taking control of the whole situation, so I was quite glad she was there at the time.;Prince William
Isn't it amazing that we are all made in God's image, and yet there is so much diversity among his people?;Desmond Tutu
My dad was my best friend and greatest role model. He was an amazing dad, coach, mentor, soldier, husband and friend.;Tiger Woods
I believe that the majority of times the scale tilts toward the good. It's this amazing thing that rolls on and if we get in the flow of it, that's God. And if we fight it, if we swim the other way, we're swimming away from the purest expression of this life.;Michael J. Fox
Texas women have an amazing sense of purpose when they lose it. They're the best girls in the world - they're loyal and fun, but when they get mad, they'll try to kill you.;John Cusack
Amazing that the human race has taken enough time out from thinking about food or sex to create the arts and sciences.;Mason Cooley
If you're a basketball player and you don't stop and take pictures with your fans, you can have an amazing game and everyone still loves you.;Kim Kardashian
I have amazing friends who have led inspirational lives.;Andrew Shue
It's really amazing that in the age of unbelief, as a smart man called it, there isn't even more fraud. After all, with no God, there's no one to ever call you to account, and no accounting at all if you can get away with it.;Ben Stein
I'm not a kid anymore. And I'm excited for all the amazing things to come.;Paris Hilton
But when you're deprived of it for a lengthy period then you value human companionship. But you have to survive and so you devise all kinds of mental exercises and it's amazing.;Wole Soyinka
I realized the other day that I've lived in New York longer than I've lived anywhere else. It's amazing: I am a New Yorker. It's strange I never thought I would be.;David Bowie
It's amazing where the paranoid mind can take you.;Bill Ayers
Ever consider what pets must think of us? I mean, here we come back from a grocery store with the most amazing haul - chicken, pork, half a cow. They must think we're the greatest hunters on earth!;Anne Tyler
One of the most amazing things about mathematics is the people who do math aren't usually interested in application, because mathematics itself is truly a beautiful art form. It's structures and patterns, and that's what we love, and that's what we get off on.;Danica McKellar
My father opened a restaurant. It's so amazing... it's so freaking delicious, but I'm telling you I gain five pounds every time I go in there.;Lady Gaga
I have a lot of amazing women, you know, women in my life who have been an example for me of what not to do.;Jennifer Aniston
First let me report that the art in the Barnes Collection has never looked better. My trips to the old Barnes were always amazing, but except on the sunniest days, you could barely see the art. The building always felt pushed beyond its capacity.;Jerry Saltz
All of Koons's best art - the encased vacuum cleaners, the stainless-steel Rabbit (the late-twentieth century's signature work of Simulationist sculpture), the amazing gleaming Balloon Dog, and the cast-iron re-creation of a Civil War mortar exhibited last month at the Armory - has simultaneously flaunted extreme realism, idealism, and fantasy.;Jerry Saltz
Urs Fischer specializes in making jaws drop. Cutting giant holes in gallery walls, digging a crater in Gavin Brown's gallery floor in 2007, creating amazing hyperrealist wallpaper for a group show at Tony Shafrazi: It all percolates with uncanny destructiveness, operatic uncontrollability, and barbaric sculptural power.;Jerry Saltz
To be able to sit in Donald Trump's apartment and talk about the future of corporate real estate was amazing.;Shia LaBeouf
I was informed yesterday that there's a Twitter account for my laugh. Very hard to get used to things like that. Pretty amazing.;Tom Hiddleston
Work hard, be kind, and amazing things will happen.;Conan O'Brien
There was once a caustic comment from someone suggesting I was breeding a new race. Fans from different countries have married, amazing things like that. I've been to some of the weddings. I went to one here the other day, a pagan ceremony.;Terry Pratchett
Money is such an amazing teacher: What you choose to do with your money shows whether you are truly powerful or powerless.;Suze Orman
It's an amazing thing to say, 'I'm beautiful,' without feeling like you're cocky.;Christina Aguilera
Well, I was already so happy being chosen to do the issue itself, that when I got on the cover, it was even more of a surprise and even more amazing to me.;Heidi Klum
In my job, people tell you that all the time: 'This shoot was great. You look amazing.' But you never know what they say when you turn away.;Heidi Klum
I have two children and it's amazing how in tune they are with nature, with light, with smells, with time.;Hugh Jackman
I'm not an Adonis, that's for damn sure. I've never really thought of myself that way, and it doesn't matter to me. My favorite actors aren't Adonises. Dustin Hoffman is a flawed-looking man he's amazing to me. Tom Hanks is flawed-looking people love him. Same with Gene Hackman.;Shia LaBeouf
I'd like to share my experiences and the lessons I've learned and hopefully create some amazing, fun courses.;Tiger Woods
I have short goals - to get better every day, to help my teammates every day - but my only ultimate goal is to win an NBA championship. It's all that matters. I dream about it. I dream about it all the time, how it would look, how it would feel. It would be so amazing.;LeBron James
President Clinton signed a $10 million deal to write a book by 2003. Isn't that amazing? Yes, and get this, not only that, President Bush signed a $10 million deal to read a book by 2003.;Conan O'Brien
For the last 20 years of my life, I've had the mantra to do amazing parts with amazing people in amazing projects, so I'm attracted to good story, writing and character and good people. That's what I'm always searching for and I don't think that's ever going to change.;John Hawkes
Another thing that's pathetic is this rule that you have to look ugly to get respect as an actress. Jessica Lange had to make herself look really bad to prove that she had amazing talent.;Kevyn Aucoin
You can't be as old as I am without waking up with a surprised look on your face every morning: 'Holy Christ, whaddya know - I'm still around!' It's absolutely amazing that I survived all the booze and smoking and the cars and the career.;Paul Newman
Bruce Lee was very famous. I watched his movies and he is amazing. He is a martial arts master, his philosophy, his movement, both physically and mentally, were very strong.;Jet Li
I've been pleased to work with so many wonderful stars through the years. This has been an amazing journey. I hope it continues.;Keanu Reeves
What has made America amazing has been the fact that throughout our history, throughout the more than 200 years of our history, there have been men and women of courage who stood up and decided it was more important to look out for the future of their children and their grandchildren than their own political futures.;Scott Walker
Be open to the amazing changes which are occurring in the field that interest you.;Leigh Steinberg
At that time, I had recently finished a book called Amazing Grace, which many people tell me is a very painful book to read. Well, if it was painful to read, it was also painful to write. I had pains in my chest for two years while I was writing that book.;Jonathan Kozol
To be honest, everything in my life outside of tennis is great. I'm doing amazing projects that, if I didn't have time off, I wouldn't be able to focus on.;Maria Sharapova
At the New York Athletic Club they serve amazing food. People go there, get healthy, and then eat themselves to death - which is, I suppose, the right way to do it.;Oliver Reed
Some of my fans have said that because I've been able to speak about my issues, that they're not afraid to speak about theirs, which is an amazing feeling.;Demi Lovato
What I think is amazing is not that 85% of people who get married under the age of 25 get divorced, it's that 15% of them stay together. How did they manage to pull that off? You almost can't wait too long. It's the single simplest measure to predict divorce.;Elizabeth Gilbert
My wife, a schoolteacher, very disciplined. If you think I'm tough, trust me, and wait till you see when the children are on the naughty step. It's hilarious. So we decided that I'm going to work like a donkey and provide amazing support for the family.;Gordon Ramsay
I think Polanski's an amazing director.;David Duchovny
Seeing yourself in print is such an amazing concept: you can get so much attention without having to actually show up somewhere... You don't have to dress up, for instance, and you can't hear them boo you right away.;Anne Lamott
I think Angelina Jolie has done amazing, amazing things, and the international adoption rate just since her has skyrocketed. It's unbelievable.;Jessica Simpson
If you want to go to the mall, you have to take security. But it's always cool. The kids are amazing.;Aaliyah
I was impressed by Hendrix. His attitude was brilliant. Even the way he walked was amazing.;Ritchie Blackmore
A police force, wherever they are, is made up of amazing people, and I respect them a great deal.;Nancy McKeon
It's amazing people get so detached from what they eat and what they wear. No one has any contact with how things are made that are put in their body and put in their mouths and I just find it alarming that no one questions it.;Emma Watson
The things that people do now in sports, you can't even believe. These are complete total athletes. To see what human beings can do in the highest level is amazing.;Billie Joe Armstrong
If you saw Queen Elizabeth it would be amazing, she came from another planet. She was so attractive in what she was wearing.;Vivienne Westwood
How can you sing of amazing grace and all God's wonders without using your hands?;Mahalia Jackson
What is amazing for a woman of my age is that I change as the world is changing-and changing very, very fast. I don't think my mother had that opportunity to change.;Jeanne Moreau
I wrote a screenplay for a 'Sweet Valley High' adaptation, and it's really amazing to me how many women who are my age have responded to the idea and are excited about the movie.;Diablo Cody
Oh, my God, this amazing cool breeze is coming through my window and the sun is shining. I'm happy.;Liv Tyler
My stepdad provided me with an amazing childhood. I played outside like a normal kid, I rode my bike, I walked to school, but the happiest times were when I was acting.;Demi Lovato
If you're curious, London's an amazing place.;David Bailey
I like making pies. I have a bunch of fruit trees in my backyard. My loquat tree sprouted, and I like making loquat pie. They're really hard to peel and everything, and it took me forever, but they make the best pies. They're amazing.;Kristen Stewart
My best kiss was on stage. Kelly Rowland from Destiny's Child gave me a really nice soft kiss on my lips during a performance on my birthday. It was amazing.;Chris Brown
Listen once in a while. It's amazing what you can hear.;Russell Baker
Back in the days when the market was a kind of secular god and all the world thrilled to behold the amazing powers of private capital, the idea of privatizing highways and airports and other bits of our transportation infrastructure made a certain kind of sense.;Thomas Frank
Former President Bill Clinton, who is widely regarded as a political mastermind, may have sounded like a traditional liberal at the beginning of his term in office. But what ultimately defined his presidency was his amazing pliability on matters of principle.;Thomas Frank
If you get half a million, at a certain stage you probably will get 4 million people, if they are able to hear it. The touring thing is unbelievable. It really is amazing from what we did the last tour even to what we are doing now.;John Mayer
Although believers by nature, are far from God, and children of wrath, even as others, yet it is amazing to think how nigh they are brought to him again by the blood of Jesus Christ.;George Whitefield
When taxidermy is done well it's an amazing piece of art.;Amanda Seyfried
I mean, why am I considered an 'it girl?' Because I'm in a lot of movies right now or am on the covers of magazines? I just hope there is something solid behind that. Because here's the thing with 'it girl' status. It's great and amazing that anybody is saying that at all. But how long does that last?;Amanda Seyfried
Motherhood is a dream. It really is absolutely amazing.;Jessica Simpson
It's been amazing to watch, because for 'Thor', which was always a mid-selling book, to be in the top ten for every single issue since the reboot is just a great compliment.;J. Michael Straczynski
Every time I got 'Amazing Spider-Man' or 'Fantastic Four' or another book firmly on the rails, we got pulled into some big event book or crossover and it cost momentum and messed badly with the pacing and structure of the book.;J. Michael Straczynski
The really amazing part, to me, was when Florida made it into the Final Four, the Democrats didn't demand a recount.;Ann Coulter
The people who did the collateralized mortgage obligations, sold them to pension funds, then sold them short, then bought credit default swap insurance on them, are just amazing. They are a law unto themselves.;Ben Stein
I tell you, it was kind of two-fold. I fortunately had a lot of support. My coach was amazing - he told me to focus on being prepared and that is what I did. Every athlete is nervous - any athlete who tells you they're not nervous isn't telling you the truth. I was as prepared as I could be.;Carl Lewis
I love being around my friends and my family and spending time with my husband. I like being normal and recharging my batteries, and I feel like I have the coolest job in the world where I get to get on stage and perform and get to do a lot of really amazing things.;Carrie Underwood
Wasim and Waqar were amazing bowlers. I would put them right up there with the best in the world.;Sachin Tendulkar
It's amazing how good getting up and moving makes you feel.;Paula Deen
It is quite amazing what I didn't feel after a while. I didn't really want to feel things.;Kate Moss
I'd love to write something for a male protagonist. That's sort of the next frontier for me. I think it'd be really amazing to write the kind of parts that I love for women but for a guy.;Lena Dunham
I went to an amazing school in Brooklyn called St. Anne's that's a really kind of creative hot bed.;Lena Dunham
If you're writing, you're starting in private. It can really be this amazing, private, freeing experience. Forget that it's for other people - that comes in later.;Lena Dunham
I don't think I'm such an amazing person who needs to be written about.;Amy Winehouse
My mother is an amazing woman. Not only did she manage the entire household, she noticed a gift in each of her kids and instilled confidence in all of us that that gift would take us wherever we wanted to go.;Barbara Corcoran
I'm so happy to be able to give kids the opportunity to learn about amazing world of dance and music that I've have been lucky enough to make such a big part of my own life.;Britney Spears
I am incredibly thankful for the strong support I have from my peers in the industry and of course my amazing fans.;Miranda Lambert
I kicked the door open, and I'm gonna hold my leg in there. I'm keeping the door open for all these amazing female singer-songwriters that are coming out.;Miranda Lambert
I just wanna thank all those amazing Internet bloggers out there that hate me day-to-day. I love you! You rock!;Tori Spelling
The U.S.S. George H. W. Bush is a great thing in my life. It's amazing. A great honor.;George H. W. Bush
As a kid, I always loved serialized books. It's the reason why people love 'Harry Potter.' Serialization is amazing. It works in television. It works in film and it works in books. Especially when you're a young kid, you get attached to these characters.;Mindy Kaling
Twitter is the most amazing medium for a comedy writer. I can't get in every idea I want on the show no matter how hard I try to bully the other writers, so it's a way of me getting out other comic ideas and immediately getting feedback.;Mindy Kaling
The other day I was reading a blog and I linked over to Streisand's Web site, and it was amazing politically. She's so insightful and incisive. And she also says whatever she wants.;Liz Phair
With the song 'This Christmas' I wanted to do something that was kind of different. I mean, Donny Hathaway is an amazing artist. So I wanted to bring my flavor to the song so when people over the age of 45 or 50 hear it they'll be like 'OK, he did his thing with that record.' It's like I can appeal to everybody and not just a younger demographic.;Chris Brown
I'm so happy to have been a part of that process and I would go straight back into the desert in a ton of chain mail for Ridley any day of the week. He's an amazing director and I can't wait to see the long version.;Orlando Bloom
The upside to anger? Getting it out of your system. You got to express your anger. Then you have room for more positive things. If I hold something in a long time, and then I speak it, it's amazing how the light shines so much brighter.;Reba McEntire
I think the amazing thing about gospel music is that not only does it lift up the death and resurrection of our Lord, which is consistent with the Gospel, but it is uniquely communicated depending upon the generation.;T. D. Jakes
There's no way in the world that just because women turn the number 40, they're anything less than amazing. That's crazy. If anything, you're even more amazing!;Jennifer Lopez
I imagine my children are going to save me from my vanity and be my passion and fill whatever fears I have of the amazing time I'm having right now being gone.;Gwen Stefani
When you first have a baby your life doesn't change. I mean, you have a little less sleep and you drag these cuddly things around you and it's just amazing. But you still get to be you. Once they get to, like, five, six and school and it starts to get, like, 'Wow, they got real problems. They're my responsibility.' Oh my God. That is overwhelming.;Gwen Stefani
I love Benny Hill. He one of my favourites of aaall time. Like, the way Benny did it, he was just amazing. Just seeing how he put songs together and comedy and the timing and the sketches. He was way ahead of his time.;Snoop Dogg
There are two sorts of curiosity - the momentary and the permanent. The momentary is concerned with the odd appearance on the surface of things. The permanent is attracted by the amazing and consecutive life that flows on beneath the surface of things.;Robert Wilson Lynd
No, but way before that, I've been doing little dances in movies for years. Yeah, that was an amazing chance. You know, at my age to be able to do a music dance video, very unusual.;Christopher Walken
I'll tell you, Quentin Tarantino really writes the most amazing dialogue.;Christopher Walken
Nothing is more generally known than our duties which belong to Christianity and yet, how amazing is it, nothing is less practiced?;George Whitefield
When I was little, I saw the play 'Les Miserables' on Broadway, I thought it was the most amazing thing I have ever seen.;Ashley Tisdale
Stevie Ray Vaughan was very intense. Maybe that's what caught everybody's attention. As a player, he didn't do anything amazing.;Ritchie Blackmore
Directing is a really kind of amazing thing, because you're helping others and, in the middle of that, you have to worry about yourself.;Philip Seymour Hoffman
Gwen Stefani has amazing style. I used to really love Courtney Love, and anything she wore I loved. Or Chloe Sevigny, because I really love that sort of classic look, and I like being girly and flowery, and wearing little D&ampG dresses. I wear hats a lot, too. I think it goes back to when I was a bit grungy and was a skater girl for a bit.;Ellie Goulding
The video game culture was an important thing to keep alive in the film because we're in a new era right now. The idea that kids can play video games like Grand Theft Auto or any video game is amazing. The video games are one step before a whole other virtual universe.;Vin Diesel
If it's an amazing role, I'll do anything.;Vin Diesel
You can lose a game but, I see guys every week including myself, you lose a game, it's a tough loss, you're down, two weeks later you forgot about it. You know it's amazing how down you were, but all of the sudden you're like it never happened.;Brett Favre
It's such an amazing thing to be loved for who you are.;Debra Winger
With reality TV, sometimes it's amazing chemistry and you get these gems that turn out to be everything you hoped, and the camera loves them and they just blossom on the show. And then sometimes it's not all you envision.;Alison Sweeney
The people I've been exposed to have been people of amazing integrity.;Amy Grant
I remember when I took Quentin Tarantino with me to a very private screening of the documentary 'Roman Polanski: Wanted and Desired,' which shows some of the legal irregularities of his case. I was involved by the film, and it was an amazing experience to see people weep at the end of it.;Harvey Weinstein
There is nothing like the way people feel after they've seen 'The Intouchables.' They feel amazing. The word of mouth on this film is incredible. It's intelligent-feeling good. You're not insulted by the low-browness or stupidity of some of the humor. It's so smart and terrific.;Harvey Weinstein
My mother encouraged it so much. She was so supportive. Even if as a kid, I would do the dumbest trick, which now that I look back on some things, she would love it, she would say that's amazing, or if I'd make the ugliest drawing, she would hang it up. She was amazing.;David Blaine
Because sorry to say, women run the house. They run the family. They hold things up. I mean, it's like you don't ever see your mom get sick because she handles everything. And it's kind of amazing I think to show people just how strong women are.;Sophia Bush
I'm lucky that my real-life Mom has both a great sense of humor about herself and an amazing ability to slip into complete denial if the subject matter gets a little too close to home.;Cathy Guisewite
I love Jessica Simpson. I love her voice. She's amazing.;Britney Spears
I thought I was dreaming. It was the most amazing moment of my entire life. Not only is Bill the love of my life, but he's also my best friend. I couldn't believe my dream guy was asking me to marry him!;Giuliana Rancic
I've had an amazing professional life, personal life, but at 64 to have a son who gives us that much love and enjoyment is, wow!;Elton John
A lot of people fear death because they think that so overwhelming an experience has to be painful, but I've seen quite a few deaths, and, with one exception, I've never known anyone to undergo anything like agony. That's amazing when you think about it. I mean, how complicated the mechanism is that's being taken apart.;Lewis Thomas
I have always admired and had enormous respect for Elizabeth Taylor. She was not only an incredible actress but an amazing woman as well.;Lindsay Lohan
It's amazing marrying someone who wants nothing to do with Hollywood.;Nicolas Cage
It's amazing how ideas start out, isn't it?;Nigel Farage
I cannot stress enough that the answer to life's questions is often in people's faces. Try putting your iPhones down once in a while, and look in people's faces. People's faces will tell you amazing things. Like if they are angry, or nauseous or asleep.;Amy Poehler
The NFL has been an amazing page in this chapter of my life. I pray that all successive adventures offer me the same potential for growth, success and most importantly fun.;Ricky Williams
People always think that if you eat anything as a model, it's amazing. I used to tease them and say, you know I'm going to throw up afterwards.;Christy Turlington
The seated lotus postures are an amazing way to go into meditation, or simply just to take a moment to ground oneself.;Christy Turlington
I swim like a fish and I have an amazing kick.;Gordon Ramsay
Youth is an amazing thing: I think back on when we did The Lost Boys, and I didn't think I could do anything wrong.;Kiefer Sutherland
I've had some amazing people in my life. Look at my father - he came from a small fishing village of five hundred people and at six foot four with giant ears and a kind of very odd expression, thought he could be a movie star. So go figure, you know?;Kiefer Sutherland
I hope I'm not a tourist attraction - I'm sure that they come here really because St. Andrews is just amazing, a beautiful place.;Prince William
While I'm not a celebrity, it's such a weird concept that society has cooked up for us. Astronauts and teachers are much more amazing than actors.;Joseph Gordon-Levitt
The right really dominates radio, and it's amazing how much energy the right spends telling us that the press is slanted to the left when it really isn't. They want to shut other people up. They really don't understand the First Amendment.;Roger Ebert
I don't know how many thoughts we have a second, but it's quite an amazing number, and just to pin down the appropriate sequence of those, all you really need is a pencil and a piece of paper.;Robert Wyatt
I'm glad that my parents missed one thing that was really unbelievable. They saw me hit this great success. It was a blast and we had a lot of laughs. And it was just an amazing time. They passed away. And then after I got, you know, famous, all these haters came out of nowhere.;Dane Cook
I'm not an amazing cook. But I can follow a recipe!;Rachel McAdams
Exercise is amazing, from the inside out. I feel so alive and have more energy.;Vanessa Hudgens
Becoming food savvy is one thing, but it's amazing how fast savvy turns to snooty, and snooty leaves you preparing three-hour meals that break your budget and that the kids won't even eat.;Jeffrey Kluger
It's amazing how much you can learn if your intentions are truly earnest.;Chuck Berry
I've had a very interesting career. I get to do amazing things and work with amazing people and travel and learn languages - things most people don't get the opportunity to do.;Gwyneth Paltrow
I spend a good portion of my dinner-party conversation defending America because no matter what the political agenda, it's still a fantastic, amazing place.;Gwyneth Paltrow
I really have a great deal of humility in that department, and a great deal of respect for people who spend their lives learning how to make these amazing preparations.;Ted Allen
I've performed in Auburn Hills, at The Palace, so I haven't really been in downtown Detroit, but I've been able to be here, and I can really see, what the city was. Like, I can feel why Motown started here and how amazing it was.;Jordin Sparks
Since 'Idol' I've gotten used to having an amazing hair and make-up team around me, so I'm starting to get picky. I know what I like now and I'm happy to say 'Could we maybe change that?' if I don't like something. I don't yell or anything, but I think I could definitely start to act a little diva-ish when it comes to my look.;Jordin Sparks
I'd love to do something with Kelly Clarkson because she's been a monumental influence on me. I love how she handles her celebrity. She's not in the tabloids a lot but everyone knows and respects her because she's got an amazing voice. That's something I aim towards.;Jordin Sparks
I'm so excited for my first fragrance! I chose to partner with Dots because I love what they do for their customers, bringing them the hottest trends in fashion, accessories and fragrance at unbelievably low prices. It's amazing!;Jordin Sparks
I'd love to own a bakery at some point. My grandmother could help me run it - she is an amazing baker! I'd also love to do a cookbook.;Jordin Sparks
I'm still a Welsh girl at heart so I'm staying in the U.K. for the Olympics, it's such an exciting time for Britain so it's amazing to be a part of it.;Katherine Jenkins
It was an amazing adventure, it was my dream to be in an American musical... I really hope you are going to love what you are going to see.;Marion Cotillard
My size has helped make me an amazing performer too. The cliche of the Funny Fat Friend: I absolutely was that character - I am that character... It's a complicated bag of tools I acquired, and I've put them all to work onstage.;Beth Ditto
A few years back, when my style was 'punk grandma,' I picked up an amazing pair of sandals - orthopaedic ones, with really thick soles. I've given them away to a friend now, because these days my look is more '1980s substitute teacher gone wild.';Beth Ditto
I still think that movies are amazing I respect actors and directors.;Joaquin Phoenix
I loved hip-hop. The first stuff I heard was Public Enemy, and I couldn't believe it. It was amazing, and I've always loved hip-hop.;Joaquin Phoenix
It's an amazing feeling to go into a studio and really be alone.;Joaquin Phoenix
I've got some incredible fans actually - so loyal and they make me birthday cards and Christmas cards. I got this package of poems and artwork based around the songs. They've got this thing called 'Floetry' where they all have to put in artwork. They've set up their own competitions and stuff which is kind of amazing.;Florence Welch
I saw 'The Artist.' It's really beautiful and it's all done to the letter with all the silent film techniques. The costumes were amazing and the dog is so good.;Florence Welch
My siblings and I were friends with the boys who would become our stepbrothers - we grew up on the same street. I feel very special to have these amazing people in my life and if we hadn't all moved into this big house together I think I would have missed out on that, because we would have drifted apart.;Florence Welch
Singing really is acting. In a lot of ways, it's much more personal. I love music, and being able to work on that is amazing.;Leighton Meester
If I can inspire people by showing that following a dream by working hard and being determined is possible, it's amazing.;Leona Lewis
I love a beautiful gown on stage, and luckily I've been fortunate to wear some amazing dresses.;Leona Lewis
I get such lovely gifts from fans... amazing pictures, handmade jewellery. I'm very lucky!;Leona Lewis
I believe I could have had a career in the music industry without 'X Factor,' but it was an amazing platform that propelled me to where I am now.;Leona Lewis
It's been a fascinating thing because we didn't really know how to write when we started South Park at all. It's been like, we've just sort of grown up a bit and it's amazing to just see how, if you take Butters and Cartman and put them in any scene, it works.;Trey Parker
Sally Field looks amazing in general, never mind her age! She's a phenomenally talented actress and has had a career spanning so many decades.;Alison Sweeney
I started running outside when I was at 'Biggest Loser.' Then I got runner's knee, and thought I was never going to be able to shake it. When I overcame that and ran the L.A. Marathon, it was such an amazing thing, and now running is such a part of my routine.;Alison Sweeney
We watch a lot of Discovery Channel, shows like 'The Biggest Loser' and even 'Amazing Race.' You learn a lot about the world, it's fun and nobody's interested in beating anybody down. And then the opposite: I'm a huge fan of 'Survivor.';Alison Sweeney
Spinning has been such an amazing part of my exercise. I love the music, the energy, and the sweat. It's a tough class, which makes me feel like I've really accomplished something. It's a great way to burn fat and lean out the body. An all-around win!;Alison Sweeney
If you think you don't want to play another psychopath, but the script is amazing, and the director is fantastic, and the story is incredible, then you may end up playing your third psychopath in a row.;Damian Lewis
Truthfully, being pregnant is changing me as a person. Each day is part of this amazing journey that has completely shifted the focus of my life and made me reevaluate my personal and professional goals.;Holly Madison
Strangely enough, when the Sugababes' 'Freak Like Me' went to number 1, which was built around my 'Are 'Friends' Electric' song, I had another song called 'Rip' go to number 1 in the Kerrang TV chart, so I was pulling new people in from very different areas of musical interest. That was quite an amazing week.;Gary Numan
I'm a big fan of Mashable and TechCrunch and other outlets like that, but TechMeme obviously does an amazing job of aggregating.;Gary Vaynerchuk
My daughter is in love with Adele. She listens to her every day. To see someone with that much passion and soul move a 9-year-old is amazing and it's magical.;Brandy Norwood
I think having children is the most amazing thing.;Rachel Stevens
I put the costume on and said 'It's not very comfortable, but it looks amazing,' so it's all good.;Chris Hemsworth
My mother is the coolest, most amazing person I know.;J. J. Abrams
There are some amazing stories from all over this country, where people's work and contribution has been acknowledged. To be part of that is an absolutely fantastic feeling.;Kenneth Branagh
I decided to give acting a serious, committed try, and soon after, I read the script for 'Lovely and Amazing.' The story was beautiful and honest, and the characters struggled with the same insecurities many women - including me - face. I didn't think I had a chance in hell of being in the film, but I knew I had to go for it.;Emily Mortimer
I really would love to do a piece like Julia Roberts or Charlize Theron in 'Erin Brockovich' or 'North Country.' They were both so amazing and so inspiring. I would love to touch someone in the way their performances touched me.;Ashley Greene
I'm an actor, so sometimes there are moments where I think about everything that's happening and I want to cry. I'm doing what I love and I will be doing it for a very, very long time - and it's amazing. A lot of people don't get to do that.;Ashley Greene
